,Unnamed: 0,DATETIMEDATA,PM25,WS,TEMP,RH,WD
0,0,2024-01-01 00:00:00,16.5,1,27,79,115
1,1,2024-01-01 01:00:00,33.6,1,27,82,97
2,2,2024-01-01 02:00:00,34.2,1,26,84,96
3,3,2024-01-01 03:00:00,20.1,1,26,82,108
4,4,2024-01-01 04:00:00,16.5,1,27,79,106
5,5,2024-01-01 05:00:00,15.4,1,26,82,108
6,6,2024-01-01 06:00:00,15.7,1,26,82,109
7,7,2024-01-01 07:00:00,18.1,1,27,79,114
8,8,2024-01-01 08:00:00,19.5,1,28,72,110
9,9,2024-01-01 09:00:00,17.5,1,29,68,120
10,10,2024-01-01 10:00:00,16.4,1,30,65,151
11,11,2024-01-01 11:00:00,15.8,1,31,60,177
12,12,2024-01-01 12:00:00,16.7,1,32,57,174
13,13,2024-01-01 13:00:00,14.8,1,32,53,157
14,14,2024-01-01 14:00:00,13.4,1,32,50,144
15,15,2024-01-01 15:00:00,10.4,1,32,52,151
16,16,2024-01-01 16:00:00,11.4,1,31,56,146
17,17,2024-01-01 17:00:00,12.7,2,30,62,128
18,18,2024-01-01 18:00:00,13.9,1,29,71,148
19,19,2024-01-01 19:00:00,14.5,1,28,75,149
20,20,2024-01-01 20:00:00,13.1,1,28,76,121
21,21,2024-01-01 21:00:00,15.2,1,28,76,116
22,22,2024-01-01 22:00:00,16.9,1,28,78,116
23,23,2024-01-01 23:00:00,15.2,1,28,79,117
24,24,2024-01-02 00:00:00,12.4,2,27,79,120
25,25,2024-01-02 01:00:00,11.8,1,27,80,114
26,26,2024-01-02 02:00:00,12.5,0,26,85,106
27,27,2024-01-02 03:00:00,13.5,0,26,89,105
28,28,2024-01-02 04:00:00,14.9,1,25,91,107
29,29,2024-01-02 05:00:00,12.6,0,25,93,103
30,30,2024-01-02 06:00:00,15.2,0,25,92,105
31,31,2024-01-02 07:00:00,19.3,1,26,88,106
32,32,2024-01-02 08:00:00,18.7,1,29,72,118
33,33,2024-01-02 09:00:00,17.2,2,30,66,129
34,34,2024-01-02 10:00:00,11.7,1,31,59,132
35,35,2024-01-02 11:00:00,12.5,1,31,55,193
36,36,2024-01-02 12:00:00,11.3,1,32,55,146
37,37,2024-01-02 13:00:00,11.1,1,32,53,203
38,38,2024-01-02 14:00:00,12.0,1,32,54,173
39,39,2024-01-02 15:00:00,9.9,1,31,56,178
40,40,2024-01-02 16:00:00,9.3,1,31,57,171
41,41,2024-01-02 17:00:00,9.9,1,29,65,180
42,42,2024-01-02 18:00:00,10.8,1,28,71,138
43,43,2024-01-02 19:00:00,16.5,1,28,73,134
44,44,2024-01-02 20:00:00,13.1,1,28,74,126
45,45,2024-01-02 21:00:00,15.3,1,28,76,111
46,46,2024-01-02 22:00:00,14.3,1,27,77,111
47,47,2024-01-02 23:00:00,12.6,1,27,77,113
48,48,2024-01-03 00:00:00,9.9,1,27,80,109
49,49,2024-01-03 01:00:00,10.8,0,26,83,105
50,50,2024-01-03 02:00:00,14.8,0,26,84,106
51,51,2024-01-03 03:00:00,13.1,0,26,86,106
52,52,2024-01-03 04:00:00,21.1,0,25,90,108
53,53,2024-01-03 05:00:00,13.6,1,25,92,106
54,54,2024-01-03 06:00:00,14.5,1,25,91,106
55,55,2024-01-03 07:00:00,17.0,1,26,87,106
56,56,2024-01-03 08:00:00,21.3,1,29,74,116
57,57,2024-01-03 09:00:00,17.4,1,30,67,123
58,58,2024-01-03 10:00:00,18.2,1,31,59,148
59,59,2024-01-03 11:00:00,19.2,1,31,58,168
60,60,2024-01-03 12:00:00,11.4,1,32,55,193
61,61,2024-01-03 13:00:00,15.1,1,32,52,204
62,62,2024-01-03 14:00:00,14.8,1,32,53,168
63,63,2024-01-03 15:00:00,15.2,1,32,56,156
64,64,2024-01-03 16:00:00,16.6,1,31,59,153
65,65,2024-01-03 17:00:00,16.7,1,30,65,160
66,66,2024-01-03 18:00:00,15.6,1,29,71,190
67,67,2024-01-03 19:00:00,20.4,1,28,73,150
68,68,2024-01-03 20:00:00,15.4,1,28,74,170
69,69,2024-01-03 21:00:00,14.0,1,28,74,128
70,70,2024-01-03 22:00:00,13.6,1,28,75,128
71,71,2024-01-03 23:00:00,11.8,1,28,76,118
72,72,2024-01-04 00:00:00,11.1,1,27,78,107
73,73,2024-01-04 01:00:00,11.8,1,27,79,108
74,74,2024-01-04 02:00:00,12.8,1,26,83,103
75,75,2024-01-04 03:00:00,15.3,0,26,84,104
76,76,2024-01-04 04:00:00,12.9,1,26,86,105
77,77,2024-01-04 05:00:00,17.0,1,26,87,104
78,78,2024-01-04 06:00:00,15.1,1,26,85,106
79,79,2024-01-04 07:00:00,15.7,1,27,79,117
80,80,2024-01-04 08:00:00,16.4,1,29,73,118
81,81,2024-01-04 09:00:00,21.5,1,30,65,137
82,82,2024-01-04 10:00:00,20.5,1,32,58,106
83,83,2024-01-04 11:00:00,16.4,1,32,53,155
84,84,2024-01-04 12:00:00,14.5,1,33,51,116
85,85,2024-01-04 13:00:00,15.4,1,33,48,135
86,86,2024-01-04 14:00:00,13.4,1,33,50,175
87,87,2024-01-04 15:00:00,17.1,1,32,56,154
88,88,2024-01-04 16:00:00,14.6,1,32,58,142
89,89,2024-01-04 17:00:00,19.7,1,30,64,129
90,90,2024-01-04 18:00:00,19.7,1,29,68,124
91,91,2024-01-04 19:00:00,20.9,1,28,74,138
92,92,2024-01-04 20:00:00,21.1,1,28,73,153
93,93,2024-01-04 21:00:00,23.1,1,28,74,125
94,94,2024-01-04 22:00:00,27.6,1,28,74,123
95,95,2024-01-04 23:00:00,19.9,1,27,74,111
96,96,2024-01-05 00:00:00,17.5,1,27,73,123
97,97,2024-01-05 01:00:00,18.4,1,27,74,97
98,98,2024-01-05 02:00:00,17.0,1,26,77,94
99,99,2024-01-05 03:00:00,17.4,1,26,76,98
100,100,2024-01-05 04:00:00,18.9,1,26,75,99
101,101,2024-01-05 05:00:00,14.6,1,26,77,109
102,102,2024-01-05 06:00:00,13.8,1,26,75,110
103,103,2024-01-05 07:00:00,19.9,1,27,74,107
104,104,2024-01-05 08:00:00,20.1,1,28,69,90
105,105,2024-01-05 09:00:00,19.0,1,30,66,114
106,106,2024-01-05 10:00:00,18.5,1,30,63,148
107,107,2024-01-05 11:00:00,21.3,1,31,56,214
108,108,2024-01-05 12:00:00,17.6,1,31,56,232
109,109,2024-01-05 13:00:00,15.3,1,32,49,190
110,110,2024-01-05 14:00:00,12.4,1,31,53,175
111,111,2024-01-05 15:00:00,13.1,1,31,55,201
112,112,2024-01-05 16:00:00,11.6,1,30,58,177
113,113,2024-01-05 17:00:00,18.0,1,29,65,152
114,114,2024-01-05 18:00:00,19.2,1,28,70,173
115,115,2024-01-05 19:00:00,19.4,1,28,70,151
116,116,2024-01-05 20:00:00,22.4,1,28,70,123
117,117,2024-01-05 21:00:00,20.4,1,28,71,104
118,118,2024-01-05 22:00:00,21.6,1,27,72,99
119,119,2024-01-05 23:00:00,17.1,1,27,74,114
120,120,2024-01-06 00:00:00,18.6,1,27,77,111
121,121,2024-01-06 01:00:00,19.9,1,27,78,115
122,122,2024-01-06 02:00:00,20.1,1,27,78,114
123,123,2024-01-06 03:00:00,22.7,1,27,78,113
124,124,2024-01-06 04:00:00,20.6,1,26,79,108
125,125,2024-01-06 05:00:00,20.6,1,26,83,105
126,126,2024-01-06 06:00:00,20.0,1,26,82,110
127,127,2024-01-06 07:00:00,23.2,1,26,83,111
128,128,2024-01-06 08:00:00,24.0,1,29,70,123
129,129,2024-01-06 09:00:00,23.8,1,29,68,141
130,130,2024-01-06 10:00:00,28.7,1,30,59,171
131,131,2024-01-06 11:00:00,30.5,1,31,57,178
132,132,2024-01-06 12:00:00,20.2,1,31,59,194
133,133,2024-01-06 13:00:00,21.1,1,31,58,180
134,134,2024-01-06 14:00:00,18.8,1,31,58,170
135,135,2024-01-06 15:00:00,22.4,1,31,57,202
136,136,2024-01-06 16:00:00,20.7,1,31,61,168
137,137,2024-01-06 17:00:00,17.8,1,29,65,145
138,138,2024-01-06 18:00:00,16.7,1,29,70,147
139,139,2024-01-06 19:00:00,17.8,1,28,73,148
140,140,2024-01-06 20:00:00,20.7,1,28,75,121
141,141,2024-01-06 21:00:00,15.9,1,28,75,114
142,142,2024-01-06 22:00:00,13.8,1,28,76,111
143,143,2024-01-06 23:00:00,17.2,1,28,81,113
144,144,2024-01-07 00:00:00,19.2,1,27,83,113
145,145,2024-01-07 01:00:00,20.9,1,26,89,127
146,146,2024-01-07 02:00:00,19.3,1,25,93,100
147,147,2024-01-07 03:00:00,13.7,1,25,95,91
148,148,2024-01-07 04:00:00,11.8,1,25,96,92
149,149,2024-01-07 05:00:00,14.1,1,25,97,106
150,150,2024-01-07 06:00:00,13.1,1,25,96,122
151,151,2024-01-07 07:00:00,16.6,1,26,94,120
152,152,2024-01-07 08:00:00,17.2,0,26,93,123
153,153,2024-01-07 09:00:00,18.2,1,27,87,234
154,154,2024-01-07 10:00:00,16.4,1,28,78,231
155,155,2024-01-07 11:00:00,19.1,1,30,69,227
156,156,2024-01-07 12:00:00,16.8,1,30,65,218
157,157,2024-01-07 13:00:00,17.7,2,28,79,228
158,158,2024-01-07 14:00:00,21.3,1,28,78,212
159,159,2024-01-07 15:00:00,19.6,1,30,67,237
160,160,2024-01-07 16:00:00,16.7,1,29,69,230
161,161,2024-01-07 17:00:00,16.3,1,28,72,190
162,162,2024-01-07 18:00:00,15.9,1,28,74,162
163,163,2024-01-07 19:00:00,20.7,1,28,74,163
164,164,2024-01-07 20:00:00,14.0,1,28,75,176
165,165,2024-01-07 21:00:00,13.5,1,28,77,131
166,166,2024-01-07 22:00:00,15.7,1,27,79,116
167,167,2024-01-07 23:00:00,11.9,1,27,82,117
168,168,2024-01-08 00:00:00,13.9,1,27,83,113
169,169,2024-01-08 01:00:00,15.7,1,27,83,103
170,170,2024-01-08 02:00:00,10.3,1,27,84,103
171,171,2024-01-08 03:00:00,16.5,1,27,84,98
172,172,2024-01-08 04:00:00,11.2,1,27,84,106
173,173,2024-01-08 05:00:00,19.4,1,26,86,108
174,174,2024-01-08 06:00:00,14.6,1,27,85,115
175,175,2024-01-08 07:00:00,14.2,1,27,83,113
176,176,2024-01-08 08:00:00,13.1,1,27,85,110
177,177,2024-01-08 09:00:00,16.8,1,28,78,115
178,178,2024-01-08 10:00:00,14.1,1,29,75,155
179,179,2024-01-08 11:00:00,18.0,1,30,68,166
180,180,2024-01-08 12:00:00,16.5,1,30,65,211
181,181,2024-01-08 13:00:00,13.8,1,31,65,201
182,182,2024-01-08 14:00:00,16.2,1,31,62,214
183,183,2024-01-08 15:00:00,16.9,1,31,63,182
184,184,2024-01-08 16:00:00,14.6,1,30,67,190
185,185,2024-01-08 17:00:00,15.5,1,29,72,178
186,186,2024-01-08 18:00:00,16.7,1,28,79,188
187,187,2024-01-08 19:00:00,14.5,1,28,78,173
188,188,2024-01-08 20:00:00,15.2,1,28,78,170
189,189,2024-01-08 21:00:00,13.3,1,28,78,181
190,190,2024-01-08 22:00:00,15.9,1,27,79,133
191,191,2024-01-08 23:00:00,11.2,1,27,80,120
192,192,2024-01-09 00:00:00,13.2,1,27,81,115
193,193,2024-01-09 01:00:00,13.5,1,27,81,106
194,194,2024-01-09 02:00:00,14.9,1,27,82,109
195,195,2024-01-09 03:00:00,13.8,1,27,80,112
196,196,2024-01-09 04:00:00,13.3,1,26,82,110
197,197,2024-01-09 05:00:00,14.9,1,27,82,112
198,198,2024-01-09 06:00:00,11.7,1,26,87,109
199,199,2024-01-09 07:00:00,18.0,1,26,90,111
200,200,2024-01-09 08:00:00,20.4,1,28,79,154
201,201,2024-01-09 09:00:00,12.6,1,29,74,195
202,202,2024-01-09 10:00:00,9.9,1,30,68,134
203,203,2024-01-09 11:00:00,13.9,1,31,63,164
204,204,2024-01-09 12:00:00,19.5,1,31,64,149
205,205,2024-01-09 13:00:00,17.5,1,31,64,198
206,206,2024-01-09 14:00:00,11.7,1,30,65,182
207,207,2024-01-09 15:00:00,12.5,1,31,64,166
208,208,2024-01-09 16:00:00,12.8,2,30,69,133
209,209,2024-01-09 17:00:00,14.7,2,29,71,133
210,210,2024-01-09 18:00:00,15.7,1,29,75,124
211,211,2024-01-09 19:00:00,18.6,1,28,77,120
212,212,2024-01-09 20:00:00,17.8,1,28,80,110
213,213,2024-01-09 21:00:00,13.2,1,28,82,109
214,214,2024-01-09 22:00:00,15.5,1,28,79,129
215,215,2024-01-09 23:00:00,11.0,2,28,78,128
216,216,2024-01-10 00:00:00,20.3,1,28,79,122
217,217,2024-01-10 01:00:00,13.7,1,27,79,123
218,218,2024-01-10 02:00:00,15.7,1,27,80,116
219,219,2024-01-10 03:00:00,12.4,1,27,84,109
220,220,2024-01-10 04:00:00,13.9,1,26,87,107
221,221,2024-01-10 05:00:00,13.7,1,26,89,107
222,222,2024-01-10 06:00:00,16.8,1,26,90,106
223,223,2024-01-10 07:00:00,21.0,1,27,84,114
224,224,2024-01-10 08:00:00,19.0,1,28,78,123
225,225,2024-01-10 09:00:00,13.9,1,29,71,131
226,226,2024-01-10 10:00:00,16.6,1,31,63,162
227,227,2024-01-10 11:00:00,10.5,1,31,60,143
228,228,2024-01-10 12:00:00,12.5,1,32,57,168
229,229,2024-01-10 13:00:00,10.8,1,32,54,171
230,230,2024-01-10 14:00:00,13.2,1,32,55,163
231,231,2024-01-10 15:00:00,10.9,1,32,57,170
232,232,2024-01-10 16:00:00,8.9,1,31,61,163
233,233,2024-01-10 17:00:00,9.1,1,29,68,188
234,234,2024-01-10 18:00:00,15.8,1,28,73,190
235,235,2024-01-10 19:00:00,16.7,1,28,75,190
236,236,2024-01-10 20:00:00,16.0,1,28,76,163
237,237,2024-01-10 21:00:00,12.4,1,28,76,129
238,238,2024-01-10 22:00:00,17.5,1,28,77,134
239,239,2024-01-10 23:00:00,15.6,1,28,78,119
240,240,2024-01-11 00:00:00,16.0,1,27,79,118
241,241,2024-01-11 01:00:00,12.2,1,27,80,110
242,242,2024-01-11 02:00:00,13.7,1,27,81,105
243,243,2024-01-11 03:00:00,11.1,1,27,83,102
244,244,2024-01-11 04:00:00,13.2,1,26,86,99
245,245,2024-01-11 05:00:00,15.9,1,26,87,102
246,246,2024-01-11 06:00:00,18.1,0,26,86,104
247,247,2024-01-11 07:00:00,16.7,1,27,85,107
248,248,2024-01-11 08:00:00,25.5,1,29,73,114
249,249,2024-01-11 09:00:00,16.8,1,30,62,146
250,250,2024-01-11 10:00:00,13.8,1,31,58,141
251,251,2024-01-11 11:00:00,11.9,1,32,56,150
252,252,2024-01-11 12:00:00,17.0,1,32,54,143
253,253,2024-01-11 13:00:00,17.0,1,32,53,138
254,254,2024-01-11 14:00:00,13.2,1,32,54,166
255,255,2024-01-11 15:00:00,11.1,1,31,59,204
256,256,2024-01-11 16:00:00,9.7,1,30,63,199
257,257,2024-01-11 17:00:00,14.8,1,29,69,139
258,258,2024-01-11 18:00:00,20.0,1,28,72,145
259,259,2024-01-11 19:00:00,18.3,1,28,74,171
260,260,2024-01-11 20:00:00,16.7,1,28,74,137
261,261,2024-01-11 21:00:00,13.6,1,28,74,134
262,262,2024-01-11 22:00:00,14.9,1,28,75,131
263,263,2024-01-11 23:00:00,13.1,1,27,78,101
264,264,2024-01-12 00:00:00,13.5,0,27,79,106
265,265,2024-01-12 01:00:00,20.2,1,27,79,97
266,266,2024-01-12 02:00:00,14.7,0,26,83,106
267,267,2024-01-12 03:00:00,13.0,0,26,86,110
268,268,2024-01-12 04:00:00,13.7,0,25,87,106
269,269,2024-01-12 05:00:00,16.9,0,25,89,106
270,270,2024-01-12 06:00:00,27.1,0,25,90,109
271,271,2024-01-12 07:00:00,30.5,0,25,88,109
272,272,2024-01-12 08:00:00,22.6,1,28,75,122
273,273,2024-01-12 09:00:00,18.3,1,29,65,160
274,274,2024-01-12 10:00:00,12.5,0,31,57,138
275,275,2024-01-12 11:00:00,13.9,1,31,57,141
276,276,2024-01-12 12:00:00,14.5,1,32,54,174
277,277,2024-01-12 13:00:00,15.7,0,32,51,137
278,278,2024-01-12 14:00:00,18.4,1,32,51,143
279,279,2024-01-12 15:00:00,16.5,1,31,55,165
280,280,2024-01-12 16:00:00,18.9,1,30,61,141
281,281,2024-01-12 17:00:00,15.8,1,29,66,141
282,282,2024-01-12 18:00:00,22.6,1,28,70,142
283,283,2024-01-12 19:00:00,26.8,1,28,73,145
284,284,2024-01-12 20:00:00,23.4,1,28,74,119
285,285,2024-01-12 21:00:00,23.8,1,27,74,115
286,286,2024-01-12 22:00:00,22.1,1,27,75,103
287,287,2024-01-12 23:00:00,24.5,1,27,76,96
288,288,2024-01-13 00:00:00,21.0,0,27,77,101
289,289,2024-01-13 01:00:00,19.9,1,26,78,98
290,290,2024-01-13 02:00:00,20.1,1,26,80,96
291,291,2024-01-13 03:00:00,17.0,1,26,80,99
292,292,2024-01-13 04:00:00,19.3,1,26,79,96
293,293,2024-01-13 05:00:00,15.8,1,26,80,96
294,294,2024-01-13 06:00:00,16.9,1,26,78,98
295,295,2024-01-13 07:00:00,16.9,1,26,77,95
296,296,2024-01-13 08:00:00,21.5,1,28,68,116
297,297,2024-01-13 09:00:00,15.5,1,29,63,115
298,298,2024-01-13 10:00:00,19.2,1,30,56,112
299,299,2024-01-13 11:00:00,25.4,1,31,50,144
300,300,2024-01-13 12:00:00,23.4,0,32,47,170
301,301,2024-01-13 13:00:00,21.9,0,32,48,168
302,302,2024-01-13 14:00:00,15.9,1,32,50,156
303,303,2024-01-13 15:00:00,17.7,1,31,55,146
304,304,2024-01-13 16:00:00,22.6,1,31,54,142
305,305,2024-01-13 17:00:00,22.1,1,30,60,144
306,306,2024-01-13 18:00:00,21.2,1,28,67,121
307,307,2024-01-13 19:00:00,24.7,1,28,71,115
308,308,2024-01-13 20:00:00,24.3,1,27,74,113
309,309,2024-01-13 21:00:00,24.8,1,27,75,109
310,310,2024-01-13 22:00:00,27.4,1,27,75,111
311,311,2024-01-13 23:00:00,23.7,1,26,78,108
312,312,2024-01-14 00:00:00,28.3,1,26,79,109
313,313,2024-01-14 01:00:00,23.5,1,26,82,107
314,314,2024-01-14 02:00:00,22.1,0,25,85,107
315,315,2024-01-14 03:00:00,22.7,0,25,85,110
316,316,2024-01-14 04:00:00,28.4,0,25,86,106
317,317,2024-01-14 05:00:00,31.4,0,25,85,106
318,318,2024-01-14 06:00:00,21.4,0,25,86,105
319,319,2024-01-14 07:00:00,29.5,1,26,78,112
320,320,2024-01-14 08:00:00,19.5,1,28,70,129
321,321,2024-01-14 09:00:00,22.3,1,29,65,114
322,322,2024-01-14 10:00:00,21.2,1,30,60,129
323,323,2024-01-14 11:00:00,25.6,1,31,52,140
324,324,2024-01-14 12:00:00,27.9,1,32,48,158
325,325,2024-01-14 13:00:00,24.6,1,31,52,167
326,326,2024-01-14 14:00:00,20.1,1,31,52,191
327,327,2024-01-14 15:00:00,18.0,1,31,51,158
328,328,2024-01-14 16:00:00,18.0,1,30,56,183
329,329,2024-01-14 17:00:00,19.2,1,29,60,153
330,330,2024-01-14 18:00:00,20.1,1,28,63,135
331,331,2024-01-14 19:00:00,22.7,1,27,68,114
332,332,2024-01-14 20:00:00,31.5,1,27,69,118
333,333,2024-01-14 21:00:00,22.8,1,27,70,117
334,334,2024-01-14 22:00:00,19.7,1,27,71,116
335,335,2024-01-14 23:00:00,13.9,1,27,71,117
336,336,2024-01-15 00:00:00,13.7,2,27,74,119
337,337,2024-01-15 01:00:00,15.9,1,27,75,113
338,338,2024-01-15 02:00:00,14.1,1,26,78,106
339,339,2024-01-15 03:00:00,12.7,1,26,79,116
340,340,2024-01-15 04:00:00,13.7,1,27,75,117
341,341,2024-01-15 05:00:00,24.9,1,27,76,117
342,342,2024-01-15 06:00:00,21.3,1,27,78,109
343,343,2024-01-15 07:00:00,18.8,1,27,75,118
344,344,2024-01-15 08:00:00,18.2,1,28,70,114
345,345,2024-01-15 09:00:00,13.6,1,30,62,142
346,346,2024-01-15 10:00:00,15.7,1,30,59,207
347,347,2024-01-15 11:00:00,19.3,1,31,55,219
348,348,2024-01-15 12:00:00,18.5,0,32,54,197
349,349,2024-01-15 13:00:00,14.9,1,32,49,166
350,350,2024-01-15 14:00:00,12.1,1,32,51,172
351,351,2024-01-15 15:00:00,16.8,1,32,50,154
352,352,2024-01-15 16:00:00,16.2,1,31,54,189
353,353,2024-01-15 17:00:00,15.5,1,30,60,143
354,354,2024-01-15 18:00:00,16.2,1,28,68,138
355,355,2024-01-15 19:00:00,11.7,1,28,72,130
356,356,2024-01-15 20:00:00,17.7,1,28,73,133
357,357,2024-01-15 21:00:00,15.1,1,28,73,134
358,358,2024-01-15 22:00:00,20.2,1,28,73,142
359,359,2024-01-15 23:00:00,18.3,1,28,73,123
360,360,2024-01-16 00:00:00,20.1,1,27,77,109
361,361,2024-01-16 01:00:00,19.8,1,26,82,106
362,362,2024-01-16 02:00:00,17.2,1,26,85,107
363,363,2024-01-16 03:00:00,16.1,1,26,88,105
364,364,2024-01-16 04:00:00,19.9,1,26,89,104
365,365,2024-01-16 05:00:00,22.5,1,26,90,104
366,366,2024-01-16 06:00:00,24.7,1,26,87,103
367,367,2024-01-16 07:00:00,19.8,1,26,89,107
368,368,2024-01-16 08:00:00,24.9,1,28,74,140
369,369,2024-01-16 09:00:00,14.0,1,30,68,169
370,370,2024-01-16 10:00:00,27.3,1,30,62,208
371,371,2024-01-16 11:00:00,19.9,1,31,60,216
372,372,2024-01-16 12:00:00,15.4,1,32,58,218
373,373,2024-01-16 13:00:00,12.4,1,32,55,178
374,374,2024-01-16 14:00:00,10.2,1,31,57,148
375,375,2024-01-16 15:00:00,9.1,1,31,61,199
376,376,2024-01-16 16:00:00,11.2,1,30,63,172
377,377,2024-01-16 17:00:00,17.3,1,29,67,152
378,378,2024-01-16 18:00:00,17.9,1,29,71,132
379,379,2024-01-16 19:00:00,19.4,1,28,73,137
380,380,2024-01-16 20:00:00,23.9,1,28,74,121
381,381,2024-01-16 21:00:00,26.9,1,28,75,123
382,382,2024-01-16 22:00:00,23.9,1,28,79,130
383,383,2024-01-16 23:00:00,23.3,1,27,79,127
384,384,2024-01-17 00:00:00,25.9,1,28,76,162
385,385,2024-01-17 01:00:00,23.6,1,27,73,146
386,386,2024-01-17 02:00:00,13.7,1,27,73,134
387,387,2024-01-17 03:00:00,10.7,1,27,73,145
388,388,2024-01-17 04:00:00,12.8,1,27,72,129
389,389,2024-01-17 05:00:00,19.0,1,27,74,108
390,390,2024-01-17 06:00:00,15.6,1,27,79,132
391,391,2024-01-17 07:00:00,12.6,1,27,75,164
392,392,2024-01-17 08:00:00,13.9,1,28,70,176
393,393,2024-01-17 09:00:00,16.4,1,29,69,167
394,394,2024-01-17 10:00:00,16.0,1,30,61,177
395,395,2024-01-17 11:00:00,17.9,1,31,58,190
396,396,2024-01-17 12:00:00,17.7,1,31,57,187
397,397,2024-01-17 13:00:00,11.0,1,32,54,182
398,398,2024-01-17 14:00:00,13.7,1,32,53,192
399,399,2024-01-17 15:00:00,15.5,0,31,56,223
400,400,2024-01-17 16:00:00,19.3,1,30,58,181
401,401,2024-01-17 17:00:00,18.5,1,29,62,158
402,402,2024-01-17 18:00:00,18.7,1,28,69,158
403,403,2024-01-17 19:00:00,20.3,1,28,72,159
404,404,2024-01-17 20:00:00,14.2,1,28,73,143
405,405,2024-01-17 21:00:00,14.7,1,28,70,182
406,406,2024-01-17 22:00:00,16.6,1,28,70,183
407,407,2024-01-17 23:00:00,15.4,1,27,71,145
408,408,2024-01-18 00:00:00,13.9,1,27,72,126
